var;1;2;3;4;5;6;7;8;9;10
950;2.2857142857142856;0.0;ff5;3;error;error;973;13;6 6;R 5 4 3 2 1 6
951;0;1.0;f8;3;3 5 17 6 7;8 3 9 6;30826;4;end 10;R 1 2 3 4 5 6
952;16.2;-8;ffTrue;6;0 5 18 9 7;error;438;11;error;R 5
953;80.0;-2.0;f6;4;error;error;46026;-2;3 5;R 1
954;0;9.0;fFalse;6;error;8 3 7 6;271;10;-1;R 5
955;0.7777777777777779;-8.0;ff-8;1;2 4 99 6 7;error;9False870;4;-3;R 0
956;16;True;ffTrue;2;3 3 17 8 6;9 8 2 2;26329;5;-3 -3;R 9
957;0;2.3333333333333335;ff4;8;error;10 0 9 6;7True815;8;-11 -11;R 4 6 8 0
958;28.8;-0.3333333333333333;ffFalse;7;error;error;05error;14;-6 -6;R 1
959;0.0;True;f7;5;error;7 3 7 1;01204;1;end 0;R 0
960;6.0;True;fFalse;8;3 4 59 9 8;11 0 6 5;978;5;-6 -6;R 0 0 0 0
961;0.0;True;ffTrue;2;3 1 08 9 7;30 5 2 8;60785;2;-6;R 4
962;0.0;True;f-9;5;error;4 0 1 2;90error;6;-3 -3;R 6 4 2 0
963;24;True;ff2;8;error;error;58433;0;11 11;R 0 8 6 4
964;16.800000000000004;False;fTrue;6;error;7 2 7 3;764;1;end -3;R 5
965;31.5;True;f1;3;error;error;1False291;-2;10 10;R 1
966;1.5;-2.0;fFalse;9;1 2 06 8 7;6 3 0 1;30034;7;10 12 12;R 6
967;3.5999999999999996;True;ff7;6;5 4 87 9 6;12 8 8 1;152;12;4;R 0
968;0;False;fFalse;7;error;11 6 3 5;7False087;2;6;R 6 1 2 3 4 5
969;0;-0.8888888888888888;fFalse;3;0 3 36 7 9;11 0 6 4;16221;9;end end -1;R 0
970;1.5238095238095237;True;f2;8;error;error;875;6;-9;R 5 4 3 2 1 6
971;0;-0.6666666666666666;ffTrue;5;error;10 9 5 0;09574;12;13 13;R 1
972;6.25;False;f-5;8;0 3 99 8 7;error;8True165;6;6 9 15;R 9
973;0;True;ffFalse;3;2 5 19 6 7;error;01917;8;-2;R 4 6 8 0
974;0.5714285714285714;True;ff-4;9;error;37 9 6 3;384;5;-4 -1 -1;R 0 0 0 0
975;0;2;ff-1;9;0 4 19 8 6;4 0 1 2;074;12;-3;R 1 2 3 4 5 6
976;29.16666666666667;2.0;ffFalse;1;error;error;031;8;1;R 6 5 4 3 2 1
977;3.0;0.0;fFalse;7;error;9 9 7 5;47068;3;3 3;R 0 2 4 6
978;0.0;False;f7;8;error;error;936;10;end end 7;R 0
979;46.28571428571428;2.0;ffTrue;7;5 2 46 9 8;8 4 1 5;51791;12;6 6;R 0 0 0 0
980;6;-1;f-1;6;error;error;7True280;8;5 3 1 -1;R 5
981;8.0;True;ffTrue;1;error;error;0True672;8;-8 -9 -10;R 1
982;0;-8.0;f5;3;4 1 16 7 9;error;31593;6;end -12;R 0 2 4 6
983;0.0;False;fTrue;8;4 2 08 9 6;error;57245;14;7 10 13;R 6 1 2 3 4 5
984;0.8888888888888888;True;ff3;1;5 3 67 9 8;error;730;4;4;R 4 6 8 0
985;6;False;fTrue;9;5 3 47 9 8;13 5 7 1;641;11;6 6;R 6
986;0.0;3.0;ff6;2;error;24 4 8 5;8False002;9;2 1 0 0;R 0
987;0.0;True;f-9;9;error;error;10947;2;-6;R 6 4 2 0
988;20.25;False;fFalse;4;2 0 58 7 6;10 7 9 5;590;6;7 7;R 0 8 6 4
989;48;-1.0;ffTrue;6;error;error;372;6;end end 9;R 4
990;0.0;-10.0;f-7;7;error;error;17354;3;13;R 5
991;7;True;fTrue;5;error;10 4 4 1;915;11;-4 -2;R 1 2 3 4 5 6
992;1.0;81;ff1;4;error;5 3 0 1;3False252;12;-1;R 5 4 3 2 1 6
993;0;0.9876543209876543;f-2;8;5 4 97 8 6;error;106;7;3 3;R 6 5 4 3 2 1
994;35.0;-0.6666666666666666;fFalse;5;3 5 28 6 9;error;40089;-1;-6;R 0
995;2.6666666666666665;-0.75;ffFalse;4;error;15 8 4 4;31623;6;1 1;R 9
996;14;True;ff-5;8;1 2 48 7 9;error;7True479;13;3;R 0 0 0 0
997;0.0;False;fFalse;0;error;9 0 8 4;280;0;0 0;R 0
998;63.0;False;f-6;9;error;7 8 5 1;18264;5;-1;R 0 0 0 0
999;0;True;f2;4;error;9 2 0 3;505;-1;-9;R 5
